Kỳ,Thứ,Ngày,Giờ,Bộ Số,ĐB,Hiển thị,Loại,Link cập nhật,Ngày cập nhật
354,Thứ 5,21/12/2023,,,,Đặc biệt: 075 046 || Giải nhất: 083 212 200 955 || Giải nhì: 485 514 595 213 496 165 || Giải ba: 519 143 576 493 768 312 390 013,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-21-12-2023.html,21/12/2023
353,Thứ 3,19/12/2023,,,,Đặc biệt: 657 987 || Giải nhất: 675 960 523 637 || Giải nhì: 210 615 291 199 307 814 || Giải ba: 550 425 272 443 877 629 563 636,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-19-12-2023.html,19/12/2023
352,Thứ 7,16/12/2023,,,,Đặc biệt: 545 010 || Giải nhất: 855 039 563 064 || Giải nhì: 083 512 630 061 976 051 || Giải ba: 654 627 493 777 544 523 783 186,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-16-12-2023.html,16/12/2023
351,Thứ 5,14/12/2023,,,,Đặc biệt: 460 775 || Giải nhất: 966 420 475 189 || Giải nhì: 542 078 296 233 604 979 || Giải ba: 734 120 765 810 661 060 294 028,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-14-12-2023.html,14/12/2023
350,Thứ 3,12/12/2023,,,,Đặc biệt: 116 511 || Giải nhất: 996 221 507 811 || Giải nhì: 723 727 762 875 620 690 || Giải ba: 175 348 948 886 802 574 857 159,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-12-12-2023.html,12/12/2023
349,Thứ 7,09/12/2023,,,,Đặc biệt: 210 609 || Giải nhất: 284 754 007 879 || Giải nhì: 770 879 539 846 799 880 || Giải ba: 384 562 213 353 385 803 157 013,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-09-12-2023.html,09/12/2023
348,Thứ 5,07/12/2023,,,,Đặc biệt: 053 476 || Giải nhất: 245 663 616 894 || Giải nhì: 987 370 841 041 201 072 || Giải ba: 463 117 553 100 591 553 792 117,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-07-12-2023.html,07/12/2023
347,Thứ 3,05/12/2023,,,,Đặc biệt: 080 473 || Giải nhất: 657 430 966 976 || Giải nhì: 106 133 477 235 089 193 || Giải ba: 134 634 822 758 903 937 730 057,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-05-12-2023.html,05/12/2023
346,Thứ 7,02/12/2023,,,,Đặc biệt: 775 476 || Giải nhất: 776 146 118 852 || Giải nhì: 064 847 413 536 221 238 || Giải ba: 912 672 819 697 506 825 492 663,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-02-12-2023.html,02/12/2023
345,Thứ 5,30/11/2023,,,,Đặc biệt: 167 536 || Giải nhất: 691 004 225 504 || Giải nhì: 988 306 326 641 837 397 || Giải ba: 732 329 505 266 233 760 206 399,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-30-11-2023.html,30/11/2023
344,Thứ 3,28/11/2023,,,,Đặc biệt: 965 447 || Giải nhất: 190 435 355 370 || Giải nhì: 843 472 051 469 855 048 || Giải ba: 303 684 316 223 692 359 484 748,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-28-11-2023.html,28/11/2023
343,Thứ 7,25/11/2023,,,,Đặc biệt: 330 159 || Giải nhất: 756 314 043 612 || Giải nhì: 541 103 801 622 686 304 || Giải ba: 436 660 579 720 087 014 589 159,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-25-11-2023.html,25/11/2023
342,Thứ 5,23/11/2023,,,,Đặc biệt: 473 651 || Giải nhất: 729 892 759 119 || Giải nhì: 874 374 751 096 524 661 || Giải ba: 590 367 059 147 714 707 220 808,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-23-11-2023.html,23/11/2023
341,Thứ 3,21/11/2023,,,,Đặc biệt: 563 922 || Giải nhất: 042 574 064 598 || Giải nhì: 805 659 163 125 940 696 || Giải ba: 678 688 000 089 186 982 793 654,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-21-11-2023.html,21/11/2023
340,Thứ 7,18/11/2023,,,,Đặc biệt: 522 050 || Giải nhất: 447 250 702 798 || Giải nhì: 485 088 103 599 345 090 || Giải ba: 207 414 779 129 187 024 493 765,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-18-11-2023.html,18/11/2023
339,Thứ 5,16/11/2023,,,,Đặc biệt: 373 044 || Giải nhất: 456 253 270 876 || Giải nhì: 728 306 136 417 172 688 || Giải ba: 722 563 424 197 197 617 920 641,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-16-11-2023.html,16/11/2023
338,Thứ 3,14/11/2023,,,,Đặc biệt: 943 380 || Giải nhất: 874 872 296 359 || Giải nhì: 465 605 158 454 271 555 || Giải ba: 560 943 212 420 394 417 896 714,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-14-11-2023.html,14/11/2023
337,Thứ 7,11/11/2023,,,,Đặc biệt: 116 520 || Giải nhất: 018 907 136 883 || Giải nhì: 554 008 997 157 970 587 || Giải ba: 034 552 863 930 275 359 340 139,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-11-11-2023.html,11/11/2023
336,Thứ 5,09/11/2023,,,,Đặc biệt: 799 920 || Giải nhất: 919 319 093 087 || Giải nhì: 066 513 854 199 188 128 || Giải ba: 780 619 882 262 110 864 188 121,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-09-11-2023.html,09/11/2023
335,Thứ 3,07/11/2023,,,,Đặc biệt: 241 810 || Giải nhất: 785 240 672 336 || Giải nhì: 311 341 946 487 735 483 || Giải ba: 406 335 759 920 733 310 682 426,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-07-11-2023.html,07/11/2023
334,Thứ 7,04/11/2023,,,,Đặc biệt: 821 583 || Giải nhất: 795 690 776 135 || Giải nhì: 127 849 272 842 496 018 || Giải ba: 045 071 513 368 605 417 410 251,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-04-11-2023.html,04/11/2023
333,Thứ 5,02/11/2023,,,,Đặc biệt: 880 240 || Giải nhất: 014 175 561 624 || Giải nhì: 858 634 987 725 116 059 || Giải ba: 092 658 381 920 286 127 905 174,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-02-11-2023.html,02/11/2023
332,Thứ 3,31/10/2023,,,,Đặc biệt: 290 170 || Giải nhất: 582 026 637 144 || Giải nhì: 865 801 846 963 687 441 || Giải ba: 010 783 631 571 531 561 680 534,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-31-10-2023.html,31/10/2023
331,Thứ 7,28/10/2023,,,,Đặc biệt: 241 544 || Giải nhất: 174 125 147 875 || Giải nhì: 893 004 393 605 561 995 || Giải ba: 677 922 102 130 981 534 139 886,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-28-10-2023.html,28/10/2023
330,Thứ 5,26/10/2023,,,,Đặc biệt: 053 695 || Giải nhất: 554 798 415 614 || Giải nhì: 665 933 261 476 991 802 || Giải ba: 127 524 035 276 755 637 408 587,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-26-10-2023.html,26/10/2023
329,Thứ 3,24/10/2023,,,,Đặc biệt: 688 103 || Giải nhất: 016 412 342 449 || Giải nhì: 017 724 001 518 230 098 || Giải ba: 603 164 795 025 803 792 467 176,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-24-10-2023.html,24/10/2023
328,Thứ 7,21/10/2023,,,,Đặc biệt: 555 416 || Giải nhất: 806 914 343 912 || Giải nhì: 679 794 212 064 233 215 || Giải ba: 409 729 555 448 970 651 446 602,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-21-10-2023.html,21/10/2023
327,Thứ 5,19/10/2023,,,,Đặc biệt: 798 969 || Giải nhất: 565 207 289 051 || Giải nhì: 633 023 200 041 117 169 || Giải ba: 557 540 956 003 343 614 136 962,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-19-10-2023.html,19/10/2023
326,Thứ 3,17/10/2023,,,,Đặc biệt: 532 085 || Giải nhất: 615 065 555 937 || Giải nhì: 721 703 902 843 209 352 || Giải ba: 151 397 718 306 017 457 760 194,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-17-10-2023.html,17/10/2023
325,Thứ 7,14/10/2023,,,,Đặc biệt: 468 496 || Giải nhất: 512 820 328 913 || Giải nhì: 022 161 074 072 329 019 || Giải ba: 263 793 508 770 313 892 896 894,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-14-10-2023.html,14/10/2023
324,Thứ 5,12/10/2023,,,,Đặc biệt: 039 748 || Giải nhất: 140 413 173 357 || Giải nhì: 746 324 985 122 389 389 || Giải ba: 852 410 631 594 138 585 412 706,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-12-10-2023.html,12/10/2023
323,Thứ 3,10/10/2023,,,,Đặc biệt: 884 242 || Giải nhất: 338 455 069 442 || Giải nhì: 466 622 249 075 744 321 || Giải ba: 834 467 723 386 214 603 746 671,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-10-10-2023.html,10/10/2023
322,Thứ 7,07/10/2023,,,,Đặc biệt: 482 091 || Giải nhất: 456 242 147 455 || Giải nhì: 573 605 618 044 206 788 || Giải ba: 573 256 682 946 216 755 603 198,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-07-10-2023.html,07/10/2023
321,Thứ 5,05/10/2023,,,,Đặc biệt: 416 406 || Giải nhất: 526 474 913 646 || Giải nhì: 494 876 392 197 787 356 || Giải ba: 917 028 172 184 765 244 039 254,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-05-10-2023.html,05/10/2023
320,Thứ 3,03/10/2023,,,,Đặc biệt: 321 944 || Giải nhất: 346 470 680 385 || Giải nhì: 115 003 566 859 162 755 || Giải ba: 018 776 745 576 577 839 201 593,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-03-10-2023.html,03/10/2023
319,Thứ 7,30/09/2023,,,,Đặc biệt: 547 183 || Giải nhất: 160 781 005 243 || Giải nhì: 190 573 151 063 498 634 || Giải ba: 817 142 727 096 058 186 038 925,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-30-09-2023.html,30/09/2023
318,Thứ 5,28/09/2023,,,,Đặc biệt: 912 737 || Giải nhất: 871 811 641 618 || Giải nhì: 987 350 747 083 825 846 || Giải ba: 222 263 567 804 309 798 566 183,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-28-09-2023.html,28/09/2023
317,Thứ 3,26/09/2023,,,,Đặc biệt: 349 334 || Giải nhất: 654 636 956 281 || Giải nhì: 204 663 345 424 467 976 || Giải ba: 162 596 330 304 106 344 814 473,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-26-09-2023.html,26/09/2023
316,Thứ 7,23/09/2023,,,,Đặc biệt: 276 623 || Giải nhất: 419 598 365 551 || Giải nhì: 310 701 329 986 570 351 || Giải ba: 569 006 646 084 373 132 356 385,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-23-09-2023.html,23/09/2023
315,Thứ 5,21/09/2023,,,,Đặc biệt: 216 145 || Giải nhất: 881 992 026 968 || Giải nhì: 863 418 758 008 754 901 || Giải ba: 523 346 903 201 704 543 805 091,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-21-09-2023.html,21/09/2023
314,Thứ 3,19/09/2023,,,,Đặc biệt: 408 535 || Giải nhất: 770 675 831 097 || Giải nhì: 802 965 890 776 239 585 || Giải ba: 759 497 769 282 741 907 827 334,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-19-09-2023.html,19/09/2023
313,Thứ 7,16/09/2023,,,,Đặc biệt: 955 646 || Giải nhất: 720 422 088 216 || Giải nhì: 089 102 884 868 885 812 || Giải ba: 086 597 407 480 733 662 500 442,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-16-09-2023.html,16/09/2023
312,Thứ 5,14/09/2023,,,,Đặc biệt: 853 466 || Giải nhất: 712 599 854 688 || Giải nhì: 942 505 741 816 805 466 || Giải ba: 439 434 573 711 965 674 242 260,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-14-09-2023.html,14/09/2023
311,Thứ 3,12/09/2023,,,,Đặc biệt: 716 304 || Giải nhất: 149 190 573 047 || Giải nhì: 722 977 303 655 194 791 || Giải ba: 722 634 272 429 291 144 416 979,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-12-09-2023.html,12/09/2023
310,Thứ 7,09/09/2023,,,,Đặc biệt: 547 535 || Giải nhất: 908 107 620 579 || Giải nhì: 202 424 537 571 809 611 || Giải ba: 813 990 019 078 708 986 159 734,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-09-09-2023.html,09/09/2023
309,Thứ 5,07/09/2023,,,,Đặc biệt: 091 435 || Giải nhất: 316 276 362 761 || Giải nhì: 454 417 337 904 215 500 || Giải ba: 300 110 349 279 363 246 792 944,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-07-09-2023.html,07/09/2023
308,Thứ 3,05/09/2023,,,,Đặc biệt: 245 356 || Giải nhất: 936 297 306 237 || Giải nhì: 702 686 285 429 451 304 || Giải ba: 193 570 312 446 267 932 220 852,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-05-09-2023.html,05/09/2023
307,Thứ 7,02/09/2023,,,,Đặc biệt: 320 804 || Giải nhất: 668 675 023 110 || Giải nhì: 116 022 257 657 520 119 || Giải ba: 733 529 168 513 099 587 906 363,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-02-09-2023.html,02/09/2023
306,Thứ 5,31/08/2023,,,,Đặc biệt: 491 802 || Giải nhất: 806 298 258 849 || Giải nhì: 599 914 728 539 265 961 || Giải ba: 706 322 429 106 074 421 219 026,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-31-08-2023.html,31/08/2023
305,Thứ 3,29/08/2023,,,,Đặc biệt: 882 636 || Giải nhất: 655 293 194 097 || Giải nhì: 739 315 617 419 333 300 || Giải ba: 664 090 673 367 235 475 754 536,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-29-08-2023.html,29/08/2023
304,Thứ 7,26/08/2023,,,,Đặc biệt: 246 178 || Giải nhất: 530 276 488 361 || Giải nhì: 794 832 954 007 463 202 || Giải ba: 324 591 032 837 084 889 794 361,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-26-08-2023.html,26/08/2023
303,Thứ 5,24/08/2023,,,,Đặc biệt: 396 407 || Giải nhất: 875 815 568 312 || Giải nhì: 098 117 824 248 353 120 || Giải ba: 977 915 783 577 799 135 552 133,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-24-08-2023.html,24/08/2023
302,Thứ 3,22/08/2023,,,,Đặc biệt: 151 088 || Giải nhất: 553 492 286 404 || Giải nhì: 679 185 016 099 364 796 || Giải ba: 061 080 573 746 923 436 008 740,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-22-08-2023.html,22/08/2023
301,Thứ 7,19/08/2023,,,,Đặc biệt: 955 992 || Giải nhất: 245 502 111 914 || Giải nhì: 756 794 850 776 231 543 || Giải ba: 326 974 017 190 036 036 376 143,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-19-08-2023.html,19/08/2023
300,Thứ 5,17/08/2023,,,,Đặc biệt: 780 375 || Giải nhất: 931 251 615 423 || Giải nhì: 018 254 057 421 587 883 || Giải ba: 994 645 819 298 628 435 601 684,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-17-08-2023.html,17/08/2023
299,Thứ 3,15/08/2023,,,,Đặc biệt: 281 338 || Giải nhất: 190 549 830 654 || Giải nhì: 569 457 918 421 601 451 || Giải ba: 294 421 559 273 363 953 197 026,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-15-08-2023.html,15/08/2023
298,Thứ 7,12/08/2023,,,,Đặc biệt: 199 203 || Giải nhất: 135 687 430 420 || Giải nhì: 439 074 948 853 179 602 || Giải ba: 583 856 158 835 754 901 688 345,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-12-08-2023.html,12/08/2023
297,Thứ 5,10/08/2023,,,,Đặc biệt: 674 303 || Giải nhất: 401 164 251 429 || Giải nhì: 033 082 071 259 329 093 || Giải ba: 338 225 595 696 861 206 621 368,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-10-08-2023.html,10/08/2023
296,Thứ 3,08/08/2023,,,,Đặc biệt: 393 589 || Giải nhất: 773 574 650 685 || Giải nhì: 585 362 551 488 572 103 || Giải ba: 380 703 222 470 903 282 248 922,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-08-08-2023.html,08/08/2023
295,Thứ 7,05/08/2023,,,,Đặc biệt: 756 749 || Giải nhất: 454 940 920 352 || Giải nhì: 676 688 694 122 340 607 || Giải ba: 191 565 502 231 251 266 456 522,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-05-08-2023.html,05/08/2023
294,Thứ 5,03/08/2023,,,,Đặc biệt: 250 387 || Giải nhất: 542 059 457 416 || Giải nhì: 482 220 174 427 740 409 || Giải ba: 347 250 743 385 836 827 453 398,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-03-08-2023.html,03/08/2023
293,Thứ 3,01/08/2023,,,,Đặc biệt: 321 854 || Giải nhất: 938 470 388 728 || Giải nhì: 732 302 865 346 093 307 || Giải ba: 458 057 880 778 830 048 917 834,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-01-08-2023.html,01/08/2023
292,Thứ 7,29/07/2023,,,,Đặc biệt: 332 872 || Giải nhất: 536 134 912 716 || Giải nhì: 875 295 118 848 439 241 || Giải ba: 924 299 722 701 593 452 027 769,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-29-07-2023.html,29/07/2023
291,Thứ 5,27/07/2023,,,,Đặc biệt: 166 484 || Giải nhất: 985 071 653 185 || Giải nhì: 049 357 290 635 151 119 || Giải ba: 649 304 415 650 280 216 992 551,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-27-07-2023.html,27/07/2023
290,Thứ 3,25/07/2023,,,,Đặc biệt: 346 285 || Giải nhất: 861 647 742 161 || Giải nhì: 955 254 804 229 819 197 || Giải ba: 126 459 533 959 854 146 826 554,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-25-07-2023.html,25/07/2023
289,Thứ 7,22/07/2023,,,,Đặc biệt: 262 948 || Giải nhất: 587 676 864 564 || Giải nhì: 819 158 448 747 546 789 || Giải ba: 062 984 802 658 363 995 496 015,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-22-07-2023.html,22/07/2023
288,Thứ 5,20/07/2023,,,,Đặc biệt: 935 107 || Giải nhất: 655 914 324 984 || Giải nhì: 625 189 359 956 828 417 || Giải ba: 995 973 156 774 785 881 310 997,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-20-07-2023.html,20/07/2023
287,Thứ 3,18/07/2023,,,,Đặc biệt: 000 524 || Giải nhất: 997 315 262 076 || Giải nhì: 004 077 633 679 324 195 || Giải ba: 114 280 419 341 406 720 095 124,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-18-07-2023.html,18/07/2023
286,Thứ 7,15/07/2023,,,,Đặc biệt: 010 193 || Giải nhất: 742 090 393 697 || Giải nhì: 543 776 530 357 295 221 || Giải ba: 939 931 017 546 684 812 749 280,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-15-07-2023.html,15/07/2023
285,Thứ 5,13/07/2023,,,,Đặc biệt: 139 579 || Giải nhất: 821 603 626 587 || Giải nhì: 100 789 215 337 302 479 || Giải ba: 322 106 636 472 116 064 586 462,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-13-07-2023.html,13/07/2023
284,Thứ 3,11/07/2023,,,,Đặc biệt: 220 469 || Giải nhất: 990 038 412 624 || Giải nhì: 661 418 114 391 201 946 || Giải ba: 060 881 425 454 953 718 608 925,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-11-07-2023.html,11/07/2023
283,Thứ 7,08/07/2023,,,,Đặc biệt: 008 025 || Giải nhất: 451 895 503 623 || Giải nhì: 428 789 196 946 021 410 || Giải ba: 787 424 617 188 960 415 987 597,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-08-07-2023.html,08/07/2023
282,Thứ 5,06/07/2023,,,,Đặc biệt: 174 623 || Giải nhất: 333 095 887 066 || Giải nhì: 248 701 605 608 256 170 || Giải ba: 190 156 540 851 768 680 675 470,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-06-07-2023.html,06/07/2023
281,Thứ 3,04/07/2023,,,,Đặc biệt: 065 078 || Giải nhất: 025 965 119 917 || Giải nhì: 502 755 820 026 386 117 || Giải ba: 962 170 140 956 033 548 477 852,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-04-07-2023.html,04/07/2023
280,Thứ 7,01/07/2023,,,,Đặc biệt: 112 809 || Giải nhất: 205 645 407 639 || Giải nhì: 677 902 531 739 602 815 || Giải ba: 825 741 232 582 906 045 450 974,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-01-07-2023.html,01/07/2023
279,Thứ 5,29/06/2023,,,,Đặc biệt: 717 421 || Giải nhất: 805 671 447 835 || Giải nhì: 696 994 196 302 134 190 || Giải ba: 669 702 849 308 954 866 317 558,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-29-06-2023.html,29/06/2023
278,Thứ 3,27/06/2023,,,,Đặc biệt: 107 528 || Giải nhất: 039 818 460 582 || Giải nhì: 860 496 470 229 039 243 || Giải ba: 813 171 316 779 800 451 738 258,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-27-06-2023.html,27/06/2023
277,Thứ 7,24/06/2023,,,,Đặc biệt: 335 932 || Giải nhất: 652 927 454 716 || Giải nhì: 093 290 399 430 026 526 || Giải ba: 249 555 604 222 129 312 861 127,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-24-06-2023.html,24/06/2023
276,Thứ 5,22/06/2023,,,,Đặc biệt: 099 181 || Giải nhất: 556 850 768 765 || Giải nhì: 436 940 819 356 004 039 || Giải ba: 851 639 087 971 943 287 984 132,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-22-06-2023.html,22/06/2023
275,Thứ 3,20/06/2023,,,,Đặc biệt: 629 846 || Giải nhất: 252 534 967 520 || Giải nhì: 013 520 382 325 306 244 || Giải ba: 872 229 532 438 598 562 909 790,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-20-06-2023.html,20/06/2023
274,Thứ 7,17/06/2023,,,,Đặc biệt: 364 052 || Giải nhất: 562 926 008 831 || Giải nhì: 328 885 927 856 966 482 || Giải ba: 896 522 637 447 775 352 534 766,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-17-06-2023.html,17/06/2023
273,Thứ 5,15/06/2023,,,,Đặc biệt: 232 979 || Giải nhất: 391 460 898 476 || Giải nhì: 435 568 079 326 317 408 || Giải ba: 054 062 916 755 832 074 000 706,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-15-06-2023.html,15/06/2023
272,Thứ 3,13/06/2023,,,,Đặc biệt: 621 670 || Giải nhất: 198 805 089 604 || Giải nhì: 539 306 908 435 423 420 || Giải ba: 231 199 272 581 316 404 638 872,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-13-06-2023.html,13/06/2023
271,Thứ 7,10/06/2023,,,,Đặc biệt: 194 885 || Giải nhất: 241 591 697 341 || Giải nhì: 090 436 966 636 666 294 || Giải ba: 280 245 734 801 502 916 485 183,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-10-06-2023.html,10/06/2023
270,Thứ 5,08/06/2023,,,,Đặc biệt: 488 656 || Giải nhất: 338 572 395 730 || Giải nhì: 918 952 225 096 934 992 || Giải ba: 134 520 740 489 907 673 622 143,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-08-06-2023.html,08/06/2023
269,Thứ 3,06/06/2023,,,,Đặc biệt: 211 933 || Giải nhất: 943 675 121 685 || Giải nhì: 524 516 074 431 938 669 || Giải ba: 787 374 029 037 732 327 038 195,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-06-06-2023.html,06/06/2023
268,Thứ 7,03/06/2023,,,,Đặc biệt: 384 623 || Giải nhất: 616 147 408 287 || Giải nhì: 277 987 696 218 809 250 || Giải ba: 913 118 938 909 161 786 985 756,Max_3D_Pro,https://www.minhchinh.com/xs-max3d-pro-ket-qua-max3d-pro-ngay-03-06-2023.html,03/06/2023
