Kỳ,Thứ,Ngày,Giờ,Bộ Số,ĐB,Hiển thị,Loại,Link cập nhật,Ngày cập nhật
721,Chủ Nhật,28/03/2021,,"23,26,40,41,43,44",,23 26 40 41 43 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-03-2021.html,28/03/2021
720,Thứ 6,26/03/2021,,"2,11,15,18,23,42",,02 11 15 18 23 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-03-2021.html,26/03/2021
719,Thứ 4,24/03/2021,,"7,14,23,26,37,39",,07 14 23 26 37 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-03-2021.html,24/03/2021
718,Chủ Nhật,21/03/2021,,"8,9,11,31,36,39",,08 09 11 31 36 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-03-2021.html,21/03/2021
717,Thứ 6,19/03/2021,,"5,6,24,34,36,37",,05 06 24 34 36 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-03-2021.html,19/03/2021
716,Thứ 4,17/03/2021,,"6,11,26,28,36,41",,06 11 26 28 36 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-03-2021.html,17/03/2021
715,Chủ Nhật,14/03/2021,,"1,9,11,32,34,42",,01 09 11 32 34 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-03-2021.html,14/03/2021
714,Thứ 6,12/03/2021,,"5,11,17,34,38,42",,05 11 17 34 38 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-03-2021.html,12/03/2021
713,Thứ 4,10/03/2021,,"5,14,15,19,25,33",,05 14 15 19 25 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-03-2021.html,10/03/2021
712,Chủ Nhật,07/03/2021,,"4,12,25,28,33,45",,04 12 25 28 33 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-03-2021.html,07/03/2021
711,Thứ 6,05/03/2021,,"9,11,13,21,27,41",,09 11 13 21 27 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-03-2021.html,05/03/2021
710,Thứ 4,03/03/2021,,"1,20,28,37,40,44",,01 20 28 37 40 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-03-2021.html,03/03/2021
709,Chủ Nhật,28/02/2021,,"4,5,25,28,29,42",,04 05 25 28 29 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-02-2021.html,28/02/2021
708,Thứ 6,26/02/2021,,"11,13,19,27,37,41",,11 13 19 27 37 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-02-2021.html,26/02/2021
707,Thứ 4,24/02/2021,,"2,13,19,33,40,43",,02 13 19 33 40 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-02-2021.html,24/02/2021
706,Chủ Nhật,21/02/2021,,"6,7,22,24,27,37",,06 07 22 24 27 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-02-2021.html,21/02/2021
705,Thứ 6,19/02/2021,,"12,19,22,23,34,44",,12 19 22 23 34 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-02-2021.html,19/02/2021
704,Thứ 4,17/02/2021,,"3,18,21,22,36,44",,03 18 21 22 36 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-02-2021.html,17/02/2021
703,Chủ Nhật,14/02/2021,,"3,13,18,21,39,44",,03 13 18 21 39 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-02-2021.html,14/02/2021
702,Thứ 4,10/02/2021,,"8,13,18,19,21,24",,08 13 18 19 21 24,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-02-2021.html,10/02/2021
701,Chủ Nhật,07/02/2021,,"1,4,7,15,41,42",,01 04 07 15 41 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-02-2021.html,07/02/2021
700,Thứ 6,05/02/2021,,"2,8,31,32,42,44",,02 08 31 32 42 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-02-2021.html,05/02/2021
699,Thứ 4,03/02/2021,,"7,9,14,23,35,41",,07 09 14 23 35 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-02-2021.html,03/02/2021
698,Chủ Nhật,31/01/2021,,"4,6,7,11,34,41",,04 06 07 11 34 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-01-2021.html,31/01/2021
697,Thứ 6,29/01/2021,,"6,7,8,29,35,39",,06 07 08 29 35 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-01-2021.html,29/01/2021
696,Thứ 4,27/01/2021,,"1,7,11,28,41,44",,01 07 11 28 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-01-2021.html,27/01/2021
695,Chủ Nhật,24/01/2021,,"8,9,23,25,31,32",,08 09 23 25 31 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-01-2021.html,24/01/2021
694,Thứ 6,22/01/2021,,"1,6,7,20,28,43",,01 06 07 20 28 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-01-2021.html,22/01/2021
693,Thứ 4,20/01/2021,,"7,20,29,30,40,45",,07 20 29 30 40 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-01-2021.html,20/01/2021
692,Chủ Nhật,17/01/2021,,"4,5,32,39,40,42",,04 05 32 39 40 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-01-2021.html,17/01/2021
691,Thứ 6,15/01/2021,,"4,6,10,13,26,43",,04 06 10 13 26 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-01-2021.html,15/01/2021
690,Thứ 4,13/01/2021,,"19,20,21,28,33,41",,19 20 21 28 33 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-01-2021.html,13/01/2021
689,Chủ Nhật,10/01/2021,,"10,11,22,32,38,43",,10 11 22 32 38 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-01-2021.html,10/01/2021
688,Thứ 6,08/01/2021,,"8,19,22,25,32,35",,08 19 22 25 32 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-01-2021.html,08/01/2021
687,Thứ 4,06/01/2021,,"22,27,30,35,40,45",,22 27 30 35 40 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-01-2021.html,06/01/2021
686,Chủ Nhật,03/01/2021,,"4,31,34,36,40,43",,04 31 34 36 40 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-01-2021.html,03/01/2021
685,Thứ 6,01/01/2021,,"10,16,24,26,30,32",,10 16 24 26 30 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-01-2021.html,01/01/2021
684,Thứ 4,30/12/2020,,"1,13,20,26,35,37",,01 13 20 26 35 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-12-2020.html,30/12/2020
683,Chủ Nhật,27/12/2020,,"3,11,17,19,34,39",,03 11 17 19 34 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-12-2020.html,27/12/2020
682,Thứ 6,25/12/2020,,"6,12,15,22,33,39",,06 12 15 22 33 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-12-2020.html,25/12/2020
681,Thứ 4,23/12/2020,,"7,11,17,31,35,40",,07 11 17 31 35 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-12-2020.html,23/12/2020
680,Chủ Nhật,20/12/2020,,"15,18,28,30,34,44",,15 18 28 30 34 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-12-2020.html,20/12/2020
679,Thứ 6,18/12/2020,,"4,9,14,23,32,38",,04 09 14 23 32 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-12-2020.html,18/12/2020
678,Thứ 4,16/12/2020,,"10,11,22,27,36,41",,10 11 22 27 36 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-12-2020.html,16/12/2020
677,Chủ Nhật,13/12/2020,,"10,12,20,36,41,44",,10 12 20 36 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-12-2020.html,13/12/2020
676,Thứ 6,11/12/2020,,"23,24,25,35,37,39",,23 24 25 35 37 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-12-2020.html,11/12/2020
675,Thứ 4,09/12/2020,,"16,24,27,31,36,43",,16 24 27 31 36 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-12-2020.html,09/12/2020
674,Chủ Nhật,06/12/2020,,"11,21,24,27,29,37",,11 21 24 27 29 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-12-2020.html,06/12/2020
673,Thứ 6,04/12/2020,,"3,5,33,37,41,43",,03 05 33 37 41 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-12-2020.html,04/12/2020
672,Thứ 4,02/12/2020,,"4,5,7,10,25,39",,04 05 07 10 25 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-12-2020.html,02/12/2020
671,Chủ Nhật,29/11/2020,,"6,7,14,18,37,43",,06 07 14 18 37 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-11-2020.html,29/11/2020
670,Thứ 6,27/11/2020,,"1,9,12,13,37,43",,01 09 12 13 37 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-11-2020.html,27/11/2020
669,Thứ 4,25/11/2020,,"1,5,7,8,25,40",,01 05 07 08 25 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-11-2020.html,25/11/2020
668,Chủ Nhật,22/11/2020,,"9,16,17,24,32,40",,09 16 17 24 32 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-11-2020.html,22/11/2020
667,Thứ 6,20/11/2020,,"2,17,24,29,31,37",,02 17 24 29 31 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-11-2020.html,20/11/2020
666,Thứ 4,18/11/2020,,"18,19,21,31,39,44",,18 19 21 31 39 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-11-2020.html,18/11/2020
665,Chủ Nhật,15/11/2020,,"14,16,21,29,40,41",,14 16 21 29 40 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-11-2020.html,15/11/2020
664,Thứ 6,13/11/2020,,"8,22,23,33,34,36",,08 22 23 33 34 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-11-2020.html,13/11/2020
663,Thứ 4,11/11/2020,,"4,10,12,17,20,35",,04 10 12 17 20 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-11-2020.html,11/11/2020
662,Chủ Nhật,08/11/2020,,"3,12,14,16,23,33",,03 12 14 16 23 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-11-2020.html,08/11/2020
661,Thứ 6,06/11/2020,,"19,24,30,32,36,37",,19 24 30 32 36 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-11-2020.html,06/11/2020
660,Thứ 4,04/11/2020,,"3,8,11,13,26,38",,03 08 11 13 26 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-11-2020.html,04/11/2020
659,Chủ Nhật,01/11/2020,,"6,21,27,30,32,44",,06 21 27 30 32 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-11-2020.html,01/11/2020
658,Thứ 6,30/10/2020,,"4,5,14,18,23,43",,04 05 14 18 23 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-10-2020.html,30/10/2020
657,Thứ 4,28/10/2020,,"1,4,7,15,35,45",,01 04 07 15 35 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-10-2020.html,28/10/2020
656,Chủ Nhật,25/10/2020,,"11,19,30,38,41,45",,11 19 30 38 41 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-10-2020.html,25/10/2020
655,Thứ 6,23/10/2020,,"5,10,16,23,34,45",,05 10 16 23 34 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-10-2020.html,23/10/2020
654,Thứ 4,21/10/2020,,"4,11,26,36,38,41",,04 11 26 36 38 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-10-2020.html,21/10/2020
653,Chủ Nhật,18/10/2020,,"1,14,25,26,30,40",,01 14 25 26 30 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-10-2020.html,18/10/2020
652,Thứ 6,16/10/2020,,"4,14,16,23,24,27",,04 14 16 23 24 27,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-10-2020.html,16/10/2020
651,Thứ 4,14/10/2020,,"4,7,23,32,43,44",,04 07 23 32 43 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-10-2020.html,14/10/2020
650,Chủ Nhật,11/10/2020,,"12,18,28,31,40,45",,12 18 28 31 40 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-10-2020.html,11/10/2020
649,Thứ 6,09/10/2020,,"15,19,23,30,33,39",,15 19 23 30 33 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-10-2020.html,09/10/2020
648,Thứ 4,07/10/2020,,"13,15,25,26,28,34",,13 15 25 26 28 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-10-2020.html,07/10/2020
647,Chủ Nhật,04/10/2020,,"9,16,19,25,26,39",,09 16 19 25 26 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-10-2020.html,04/10/2020
646,Thứ 6,02/10/2020,,"9,11,21,31,32,37",,09 11 21 31 32 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-10-2020.html,02/10/2020
645,Thứ 4,30/09/2020,,"2,5,31,32,42,44",,02 05 31 32 42 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-09-2020.html,30/09/2020
644,Chủ Nhật,27/09/2020,,"1,12,26,31,37,38",,01 12 26 31 37 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-09-2020.html,27/09/2020
643,Thứ 6,25/09/2020,,"14,20,22,35,44,45",,14 20 22 35 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-09-2020.html,25/09/2020
642,Thứ 4,23/09/2020,,"2,8,17,23,30,41",,02 08 17 23 30 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-09-2020.html,23/09/2020
641,Chủ Nhật,20/09/2020,,"5,7,9,13,15,16",,05 07 09 13 15 16,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-09-2020.html,20/09/2020
640,Thứ 6,18/09/2020,,"10,19,21,23,27,33",,10 19 21 23 27 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-09-2020.html,18/09/2020
639,Thứ 4,16/09/2020,,"5,20,29,30,38,40",,05 20 29 30 38 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-09-2020.html,16/09/2020
638,Chủ Nhật,13/09/2020,,"20,23,28,37,40,44",,20 23 28 37 40 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-09-2020.html,13/09/2020
637,Thứ 6,11/09/2020,,"4,11,13,16,17,33",,04 11 13 16 17 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-09-2020.html,11/09/2020
636,Thứ 4,09/09/2020,,"19,21,34,35,36,39",,19 21 34 35 36 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-09-2020.html,09/09/2020
635,Chủ Nhật,06/09/2020,,"1,6,19,29,31,44",,01 06 19 29 31 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-09-2020.html,06/09/2020
634,Thứ 6,04/09/2020,,"7,16,20,30,40,41",,07 16 20 30 40 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-09-2020.html,04/09/2020
633,Thứ 4,02/09/2020,,"8,10,14,16,18,24",,08 10 14 16 18 24,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-09-2020.html,02/09/2020
632,Chủ Nhật,30/08/2020,,"6,8,18,19,29,33",,06 08 18 19 29 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-08-2020.html,30/08/2020
631,Thứ 6,28/08/2020,,"10,11,14,23,27,37",,10 11 14 23 27 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-08-2020.html,28/08/2020
630,Thứ 4,26/08/2020,,"2,18,24,28,35,42",,02 18 24 28 35 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-08-2020.html,26/08/2020
629,Chủ Nhật,23/08/2020,,"10,14,19,25,36,39",,10 14 19 25 36 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-08-2020.html,23/08/2020
628,Thứ 6,21/08/2020,,"7,8,26,30,37,43",,07 08 26 30 37 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-08-2020.html,21/08/2020
627,Thứ 4,19/08/2020,,"7,20,36,37,43,45",,07 20 36 37 43 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-08-2020.html,19/08/2020
626,Chủ Nhật,16/08/2020,,"2,5,6,20,33,39",,02 05 06 20 33 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-08-2020.html,16/08/2020
625,Thứ 6,14/08/2020,,"9,18,21,24,34,41",,09 18 21 24 34 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-08-2020.html,14/08/2020
624,Thứ 4,12/08/2020,,"7,21,34,38,43,44",,07 21 34 38 43 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-08-2020.html,12/08/2020
623,Chủ Nhật,09/08/2020,,"11,13,14,43,44,45",,11 13 14 43 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-08-2020.html,09/08/2020
622,Thứ 6,07/08/2020,,"17,26,35,40,43,44",,17 26 35 40 43 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-08-2020.html,07/08/2020
621,Thứ 4,05/08/2020,,"14,18,19,32,33,38",,14 18 19 32 33 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-08-2020.html,05/08/2020
620,Chủ Nhật,02/08/2020,,"6,9,12,17,41,42",,06 09 12 17 41 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-08-2020.html,02/08/2020
619,Thứ 6,31/07/2020,,"4,9,19,29,36,41",,04 09 19 29 36 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-07-2020.html,31/07/2020
618,Thứ 4,29/07/2020,,"6,14,26,41,42,43",,06 14 26 41 42 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-07-2020.html,29/07/2020
617,Chủ Nhật,26/07/2020,,"5,15,21,39,43,45",,05 15 21 39 43 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-07-2020.html,26/07/2020
616,Thứ 6,24/07/2020,,"4,25,31,35,39,41",,04 25 31 35 39 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-07-2020.html,24/07/2020
615,Thứ 4,22/07/2020,,"9,13,18,24,26,42",,09 13 18 24 26 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-07-2020.html,22/07/2020
614,Chủ Nhật,19/07/2020,,"1,13,14,19,42,45",,01 13 14 19 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-07-2020.html,19/07/2020
613,Thứ 6,17/07/2020,,"4,10,18,20,32,45",,04 10 18 20 32 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-07-2020.html,17/07/2020
612,Thứ 4,15/07/2020,,"10,11,18,19,20,45",,10 11 18 19 20 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-07-2020.html,15/07/2020
611,Chủ Nhật,12/07/2020,,"2,15,21,27,31,35",,02 15 21 27 31 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-07-2020.html,12/07/2020
610,Thứ 6,10/07/2020,,"18,20,22,33,35,39",,18 20 22 33 35 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-07-2020.html,10/07/2020
609,Thứ 4,08/07/2020,,"14,15,17,21,31,38",,14 15 17 21 31 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-07-2020.html,08/07/2020
608,Chủ Nhật,05/07/2020,,"5,8,10,17,22,31",,05 08 10 17 22 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-07-2020.html,05/07/2020
607,Thứ 6,03/07/2020,,"4,5,17,18,22,36",,04 05 17 18 22 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-07-2020.html,03/07/2020
606,Thứ 4,01/07/2020,,"10,13,14,26,32,33",,10 13 14 26 32 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-07-2020.html,01/07/2020
605,Chủ Nhật,28/06/2020,,"4,15,24,36,37,41",,04 15 24 36 37 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-06-2020.html,28/06/2020
604,Thứ 6,26/06/2020,,"9,23,27,30,38,41",,09 23 27 30 38 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-06-2020.html,26/06/2020
603,Thứ 4,24/06/2020,,"7,17,18,32,39,40",,07 17 18 32 39 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-06-2020.html,24/06/2020
602,Chủ Nhật,21/06/2020,,"7,9,13,33,40,44",,07 09 13 33 40 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-06-2020.html,21/06/2020
601,Thứ 6,19/06/2020,,"4,12,17,19,32,45",,04 12 17 19 32 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-06-2020.html,19/06/2020
600,Thứ 4,17/06/2020,,"7,16,28,33,34,45",,07 16 28 33 34 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-06-2020.html,17/06/2020
599,Chủ Nhật,14/06/2020,,"19,22,24,41,44,45",,19 22 24 41 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-06-2020.html,14/06/2020
598,Thứ 6,12/06/2020,,"5,16,22,27,30,31",,05 16 22 27 30 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-06-2020.html,12/06/2020
597,Thứ 4,10/06/2020,,"2,11,23,25,26,35",,02 11 23 25 26 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-06-2020.html,10/06/2020
596,Chủ Nhật,07/06/2020,,"6,7,11,16,23,44",,06 07 11 16 23 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-06-2020.html,07/06/2020
595,Thứ 6,05/06/2020,,"10,13,22,28,38,43",,10 13 22 28 38 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-06-2020.html,05/06/2020
594,Thứ 4,03/06/2020,,"1,15,17,19,40,43",,01 15 17 19 40 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-06-2020.html,03/06/2020
593,Chủ Nhật,31/05/2020,,"1,6,13,27,35,40",,01 06 13 27 35 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-05-2020.html,31/05/2020
592,Thứ 6,29/05/2020,,"4,10,23,26,35,37",,04 10 23 26 35 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-05-2020.html,29/05/2020
591,Thứ 4,27/05/2020,,"6,15,29,30,37,42",,06 15 29 30 37 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-05-2020.html,27/05/2020
590,Chủ Nhật,24/05/2020,,"1,29,30,32,34,35",,01 29 30 32 34 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-05-2020.html,24/05/2020
589,Thứ 6,22/05/2020,,"3,8,19,28,35,41",,03 08 19 28 35 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-05-2020.html,22/05/2020
588,Thứ 4,20/05/2020,,"1,8,15,23,25,39",,01 08 15 23 25 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-05-2020.html,20/05/2020
587,Chủ Nhật,17/05/2020,,"2,4,21,30,33,37",,02 04 21 30 33 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-05-2020.html,17/05/2020
